23,5,327,$225,2014-02-11 0:00:00,cash,2014-02-11 0:00:00,,December 2014 End of Year Appeal
24,6,468,$263,2014-04-08 0:00:00,check,2014-04-08 0:00:00,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",March 2015 Crowdfunding Campaign
25,1,337,$51,2014-05-29 0:00:00,credit card,2014-05-29 0:00:00,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,June 2013 Golf Tournament
26,2,478,$755,2014-05-11 0:00:00,cash,2014-05-11 0:00:00,,December 2013 End of Year Appeal
27,3,208,$90,2014-05-16 0:00:00,cash,2014-05-16 0:00:00,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",April 2014 New Building Capital Campaign
28,4,71,$207,2014-04-18 0:00:00,check,2014-04-18 0:00:00,Nam nulla.,July 2014 Golf Tournament
29,5,118,$298,2014-01-12 0:00:00,check,2014-01-12 0:00:00,Quisque ut erat. Curabitur gravida nisi at nibh.,December 2014 End of Year Appeal
30,6,497,$15,2014-02-08 0:00:00,credit card,2014-02-08 0:00:00,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",March 2015 Crowdfunding Campaign
31,1,185,$665,2014-02-23 0:00:00,check,2014-02-23 0:00:00,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,June 2013 Golf Tournament
32,2,319,$396,2014-02-07 0:00:00,credit card,2014-02-07 0:00:00,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",December 2013 End of Year Appeal
33,3,189,$460,2014-04-03 0:00:00,check,2014-04-03 0:00:00,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",April 2014 New Building Capital Campaign
34,4,466,$755,2014-01-13 0:00:00,check,2014-01-13 0:00:00,Pellentesque eget nunc.,July 2014 Golf Tournament
35,5,204,$10,2014-05-31 0:00:00,check,2014-05-31 0:00:00,Maecenas tincidunt lacus at velit.,December 2014 End of Year Appeal
36,6,209,$17,2014-04-08 0:00:00,cash,2014-04-08 0:00:00,Vivamus tortor.,March 2015 Crowdfunding Campaign
37,1,127,$278,2014-03-29 0:00:00,cash,2014-03-29 0:00:00,Donec semper sapien a libero. Nam dui.,June 2013 Golf Tournament
38,2,27,$443,2014-03-11 0:00:00,cash,2014-03-11 0:00:00,Suspendisse potenti.,December 2013 End of Year Appeal
39,3,304,$31,2014-02-11 0:00:00,credit card,2014-02-11 0:00:00,In hac habitasse platea dictumst.,April 2014 New Building Capital Campaign
40,4,104,$540,2014-04-08 0:00:00,credit card,2014-04-08 0:00:00,Nullam molestie nibh in lectus. Pellentesque at nulla.,July 2014 Golf Tournament
41,5,85,$4,2014-05-29 0:00:00,credit card,2014-05-29 0:00:00,Fusce consequat. Nulla nisl.,December 2014 End of Year Appeal
42,6,39,$457,2014-05-11 0:00:00,check,2014-05-11 0:00:00,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",March 2015 Crowdfunding Campaign
43,1,68,$863,2014-05-16 0:00:00,check,2014-05-16 0:00:00,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,June 2013 Golf Tournament
44,2,308,$639,2014-04-18 0:00:00,check,2014-04-18 0:00:00,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",December 2013 End of Year Appeal
45,3,283,$302,2014-01-12 0:00:00,check,2014-01-12 0:00:00,Proin eu mi.,April 2014 New Building Capital Campaign
46,4,19,$997,2014-02-08 0:00:00,cash,2014-02-08 0:00:00,Nullam molestie nibh in lectus.,July 2014 Golf Tournament
47,5,461,$127,2014-02-23 0:00:00,cash,2014-02-23 0:00:00,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,December 2014 End of Year Appeal
48,6,384,$246,2014-02-07 0:00:00,cash,2014-02-07 0:00:00,Suspendisse potenti.,March 2015 Crowdfunding Campaign
49,1,216,$649,2014-04-03 0:00:00,check,2014-04-03 0:00:00,Integer ac leo. Pellentesque ultrices mattis odio.,June 2013 Golf Tournament
50,2,376,$504,2014-01-13 0:00:00,credit card,2014-01-13 0:00:00,Pellentesque eget nunc.,December 2013 End of Year Appeal
51,3,384,$504,2014-05-31 0:00:00,cash,2014-05-31 0:00:00,Phasellus id sapien in sapien iaculis congue.,April 2014 New Building Capital Campaign
52,4,59,$439,2014-04-08 0:00:00,cash,2014-04-08 0:00:00,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",July 2014 Golf Tournament
53,5,74,$470,2014-03-29 0:00:00,check,2014-03-29 0:00:00,Nulla tempus.,December 2014 End of Year Appeal
54,6,413,$225,2014-03-11 0:00:00,check,2014-03-11 0:00:00,Donec semper sapien a libero. Nam dui.,March 2015 Crowdfunding Campaign
55,1,486,$263,2014-02-11 0:00:00,credit card,2014-02-11 0:00:00,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,June 2013 Golf Tournament
56,2,89,$51,2014-04-08 0:00:00,check,2014-04-08 0:00:00,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",December 2013 End of Year Appeal
57,3,412,$755,2014-05-29 0:00:00,credit card,2014-05-29 0:00:00,Proin risus. Praesent lectus.,April 2014 New Building Capital Campaign
58,4,431,$90,2014-05-11 0:00:00,check,2014-05-11 0:00:00,Maecenas tincidunt lacus at velit.,July 2014 Golf Tournament
59,5,290,$207,2014-05-16 0:00:00,check,2014-05-16 0:00:00,Vestibulum ac est lacinia nisi venenatis tristique.,December 2014 End of Year Appeal
60,6,489,$298,2014-04-18 0:00:00,check,2014-04-18 0:00:00,Pellentesque at nulla. Suspendisse potenti.,March 2015 Crowdfunding Campaign
61,1,193,$15,2014-01-12 0:00:00,cash,2014-01-12 0:00:00,Morbi non quam nec dui luctus rutrum.,June 2013 Golf Tournament
62,2,10,$65,2014-02-08 0:00:00,cash,2014-02-08 0:00:00,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",December 2013 End of Year Appeal
63,3,15,$396,2014-02-23 0:00:00,cash,2014-02-23 0:00:00,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,April 2014 New Building Capital Campaign
64,4,97,$460,2014-02-07 0:00:00,credit card,2014-02-07 0:00:00,Mauris lacinia sapien quis libero.,July 2014 Golf Tournament
65,5,210,$755,2014-04-03 0:00:00,credit card,2014-04-03 0:00:00,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",December 2014 End of Year Appeal
66,6,199,$10,2014-01-13 0:00:00,credit card,2014-01-13 0:00:00,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",March 2015 Crowdfunding Campaign
67,1,148,$17,2014-05-31 0:00:00,check,2014-05-31 0:00:00,Pellentesque ultrices mattis odio.,June 2013 Golf Tournament
68,2,369,$278,2014-04-08 0:00:00,check,2014-04-08 0:00:00,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,December 2013 End of Year Appeal
69,3,143,$443,2014-03-29 0:00:00,check,2014-03-29 0:00:00,Proin interdum mauris non ligula pellentesque ultrices.,April 2014 New Building Capital Campaign
70,4,427,$31,2014-03-11 0:00:00,check,2014-03-11 0:00:00,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",July 2014 Golf Tournament
71,5,415,$540,2014-02-11 0:00:00,cash,2014-02-11 0:00:00,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",December 2014 End of Year Appeal
72,6,394,$4,2014-04-08 0:00:00,cash,2014-04-08 0:00:00,Sed sagittis.,March 2015 Crowdfunding Campaign
73,1,407,$457,2014-05-29 0:00:00,cash,2014-05-29 0:00:00,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,June 2013 Golf Tournament
74,2,297,$863,2014-05-11 0:00:00,check,2014-05-11 0:00:00,Nulla suscipit ligula in lacus.,December 2013 End of Year Appeal
75,3,246,$639,2014-05-16 0:00:00,credit card,2014-05-16 0:00:00,Mauris lacinia sapien quis libero.,April 2014 New Building Capital Campaign
76,4,424,$302,2014-04-18 0:00:00,cash,2014-04-18 0:00:00,In hac habitasse platea dictumst.,July 2014 Golf Tournament
77,5,148,$997,2014-01-12 0:00:00,cash,2014-01-12 0:00:00,Duis mattis egestas metus. Aenean fermentum.,December 2014 End of Year Appeal
78,6,70,$127,2014-02-08 0:00:00,check,2014-02-08 0:00:00,Nunc purus. Phasellus in felis.,March 2015 Crowdfunding Campaign
79,1,178,$246,2014-02-23 0:00:00,check,2014-02-23 0:00:00,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,June 2013 Golf Tournament
80,2,277,$649,2014-02-07 0:00:00,credit card,2014-02-07 0:00:00,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",December 2013 End of Year Appeal
81,3,448,$504,2014-04-03 0:00:00,check,2014-04-03 0:00:00,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",April 2014 New Building Capital Campaign
82,4,21,$504,2014-01-13 0:00:00,credit card,2014-01-13 0:00:00,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",July 2014 Golf Tournament
83,5,457,$439,2014-05-31 0:00:00,check,2014-05-31 0:00:00,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",December 2014 End of Year Appeal
84,6,307,$470,2014-04-08 0:00:00,check,2014-04-08 0:00:00,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",March 2015 Crowdfunding Campaign
85,1,263,$225,2014-03-29 0:00:00,check,2014-03-29 0:00:00,Suspendisse potenti.,June 2013 Golf Tournament
86,2,166,$263,2014-03-11 0:00:00,cash,2014-03-11 0:00:00,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,December 2013 End of Year Appeal
87,3,471,$51,2014-02-11 0:00:00,cash,2014-02-11 0:00:00,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",April 2014 New Building Capital Campaign
88,4,472,$755,2014-04-08 0:00:00,cash,2014-04-08 0:00:00,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,July 2014 Golf Tournament
89,5,440,$90,2014-05-29 0:00:00,credit card,2014-05-29 0:00:00,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",December 2014 End of Year Appeal
90,6,100,$207,2014-05-11 0:00:00,credit card,2014-05-11 0:00:00,Suspendisse potenti.,March 2015 Crowdfunding Campaign
91,1,488,$298,2014-05-16 0:00:00,credit card,2014-05-16 0:00:00,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",June 2013 Golf Tournament
92,2,161,$15,2014-04-18 0:00:00,check,2014-04-18 0:00:00,Integer tincidunt ante vel ipsum.,December 2013 End of Year Appeal
93,3,187,$665,2014-01-12 0:00:00,check,2014-01-12 0:00:00,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,April 2014 New Building Capital Campaign
94,4,304,$396,2014-02-08 0:00:00,check,2014-02-08 0:00:00,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",July 2014 Golf Tournament
95,5,378,$460,2014-02-23 0:00:00,check,2014-02-23 0:00:00,Maecenas ut massa quis augue luctus tincidunt.,December 2014 End of Year Appeal
96,6,467,$755,2014-02-07 0:00:00,cash,2014-02-07 0:00:00,Cras pellentesque volutpat dui.,March 2015 Crowdfunding Campaign
97,1,37,$10,2014-04-03 0:00:00,cash,2014-04-03 0:00:00,Aenean lectus. Pellentesque eget nunc.,June 2013 Golf Tournament
98,2,474,$17,2014-01-13 0:00:00,cash,2014-01-13 0:00:00,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",December 2013 End of Year Appeal
99,3,59,$278,2014-05-31 0:00:00,check,2014-05-31 0:00:00,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",April 2014 New Building Capital Campaign
100,4,216,$443,2014-04-08 0:00:00,credit card,2014-04-08 0:00:00,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,July 2014 Golf Tournament
101,5,442,$31,2014-03-29 0:00:00,cash,2014-03-29 0:00:00,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",December 2014 End of Year Appeal
102,6,473,$540,2014-03-11 0:00:00,cash,2014-03-11 0:00:00,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",March 2015 Crowdfunding Campaign
103,1,394,$4,2014-02-11 0:00:00,check,2014-02-11 0:00:00,Praesent id massa id nisl venenatis lacinia.,June 2013 Golf Tournament
104,2,24,$457,2014-04-08 0:00:00,check,2014-04-08 0:00:00,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",December 2013 End of Year Appeal
105,3,6,$863,2014-05-29 0:00:00,credit card,2014-05-29 0:00:00,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",April 2014 New Building Capital Campaign
106,4,423,$639,2014-05-11 0:00:00,check,2014-05-11 0:00:00,Suspendisse potenti.,July 2014 Golf Tournament
107,5,264,$302,2014-05-16 0:00:00,credit card,2014-05-16 0:00:00,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",December 2014 End of Year Appeal
108,6,214,$997,2014-04-18 0:00:00,check,2014-04-18 0:00:00,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,March 2015 Crowdfunding Campaign
109,1,302,$127,2014-01-12 0:00:00,check,2014-01-12 0:00:00,In hac habitasse platea dictumst.,June 2013 Golf Tournament
110,2,94,$246,2014-02-08 0:00:00,check,2014-02-08 0:00:00,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,December 2013 End of Year Appeal
111,3,441,$649,2014-02-23 0:00:00,cash,2014-02-23 0:00:00,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",April 2014 New Building Capital Campaign
112,4,312,$504,2014-02-07 0:00:00,cash,2014-02-07 0:00:00,Morbi a ipsum.,July 2014 Golf Tournament
113,5,298,$504,2014-04-03 0:00:00,cash,2014-04-03 0:00:00,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",December 2014 End of Year Appeal
114,6,85,$439,2014-01-13 0:00:00,credit card,2014-01-13 0:00:00,Vestibulum ac est lacinia nisi venenatis tristique.,March 2015 Crowdfunding Campaign
115,1,470,$470,2014-05-31 0:00:00,credit card,2014-05-31 0:00:00,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",June 2013 Golf Tournament
116,2,255,$225,2014-04-08 0:00:00,credit card,2014-04-08 0:00:00,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,December 2013 End of Year Appeal
117,3,258,$263,2014-03-29 0:00:00,check,2014-03-29 0:00:00,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",April 2014 New Building Capital Campaign
118,4,437,$51,2014-03-11 0:00:00,check,2014-03-11 0:00:00,Morbi a ipsum.,July 2014 Golf Tournament
119,5,139,$755,2014-02-11 0:00:00,check,2014-02-11 0:00:00,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,December 2014 End of Year Appeal
120,6,473,$90,2014-04-08 0:00:00,check,2014-04-08 0:00:00,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,March 2015 Crowdfunding Campaign
121,1,27,$207,2014-05-29 0:00:00,cash,2014-05-29 0:00:00,In hac habitasse platea dictumst.,June 2013 Golf Tournament
122,2,133,$298,2014-05-11 0:00:00,cash,2014-05-11 0:00:00,Curabitur at ipsum ac tellus semper interdum.,December 2013 End of Year Appeal
123,3,387,$15,2014-05-16 0:00:00,cash,2014-05-16 0:00:00,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,April 2014 New Building Capital Campaign
124,4,106,$65,2014-04-18 0:00:00,check,2014-04-18 0:00:00,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",July 2014 Golf Tournament
125,5,42,$396,2014-01-12 0:00:00,credit card,2014-01-12 0:00:00,Vivamus vel nulla eget eros elementum pellentesque.,December 2014 End of Year Appeal
126,6,471,$460,2014-02-08 0:00:00,cash,2014-02-08 0:00:00,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",March 2015 Crowdfunding Campaign
127,1,434,$755,2014-02-23 0:00:00,cash,2014-02-23 0:00:00,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",June 2013 Golf Tournament
128,2,434,$10,2014-02-07 0:00:00,check,2014-02-07 0:00:00,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",December 2013 End of Year Appeal
129,3,404,$17,2014-04-03 0:00:00,check,2014-04-03 0:00:00,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,April 2014 New Building Capital Campaign
130,4,172,$278,2014-01-13 0:00:00,credit card,2014-01-13 0:00:00,Maecenas rhoncus aliquam lacus.,July 2014 Golf Tournament
131,5,43,$443,2014-05-31 0:00:00,check,2014-05-31 0:00:00,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",December 2014 End of Year Appeal
132,6,111,$31,2014-04-08 0:00:00,credit card,2014-04-08 0:00:00,In quis justo. Maecenas rhoncus aliquam lacus.,March 2015 Crowdfunding Campaign
133,1,248,$540,2014-03-29 0:00:00,check,2014-03-29 0:00:00,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,June 2013 Golf Tournament
134,2,225,$504,2014-03-11 0:00:00,check,2014-03-11 0:00:00,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",December 2013 End of Year Appeal
135,3,165,$504,2014-02-11 0:00:00,check,2014-02-11 0:00:00,Sed ante. Vivamus tortor.,April 2014 New Building Capital Campaign
136,4,53,$439,2014-04-08 0:00:00,cash,2014-04-08 0:00:00,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,July 2014 Golf Tournament
137,5,418,$470,2014-05-29 0:00:00,cash,2014-05-29 0:00:00,Nullam porttitor lacus at turpis.,December 2014 End of Year Appeal
138,6,150,$225,2014-05-11 0:00:00,cash,2014-05-11 0:00:00,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,March 2015 Crowdfunding Campaign
139,1,247,$263,2014-05-16 0:00:00,credit card,2014-05-16 0:00:00,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",June 2013 Golf Tournament
140,2,251,$51,2014-04-18 0:00:00,credit card,2014-04-18 0:00:00,Suspendisse potenti. In eleifend quam a odio.,December 2013 End of Year Appeal
141,3,238,$755,2014-01-12 0:00:00,credit card,2014-01-12 0:00:00,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,April 2014 New Building Capital Campaign
142,4,10,$90,2014-02-08 0:00:00,check,2014-02-08 0:00:00,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",July 2014 Golf Tournament
143,5,295,$207,2014-02-23 0:00:00,check,2014-02-23 0:00:00,Integer a nibh.,December 2014 End of Year Appeal
144,6,384,$298,2014-02-07 0:00:00,check,2014-02-07 0:00:00,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",March 2015 Crowdfunding Campaign
145,1,328,$15,2014-04-03 0:00:00,check,2014-04-03 0:00:00,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,June 2013 Golf Tournament
146,2,168,$65,2014-01-13 0:00:00,cash,2014-01-13 0:00:00,Aliquam non mauris. Morbi non lectus.,December 2013 End of Year Appeal
147,3,488,$396,2014-05-31 0:00:00,cash,2014-05-31 0:00:00,Aliquam non mauris. Morbi non lectus.,April 2014 New Building Capital Campaign
148,4,257,$460,2014-04-08 0:00:00,cash,2014-04-08 0:00:00,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",July 2014 Golf Tournament
149,5,415,$755,2014-03-29 0:00:00,check,2014-03-29 0:00:00,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",December 2014 End of Year Appeal
150,6,483,$10,2014-03-11 0:00:00,credit card,2014-03-11 0:00:00,Etiam faucibus cursus urna. Ut tellus.,March 2015 Crowdfunding Campaign
151,1,162,$17,2014-02-11 0:00:00,cash,2014-02-11 0:00:00,Proin at turpis a pede posuere nonummy. Integer non velit.,June 2013 Golf Tournament
152,2,156,$278,2014-04-08 0:00:00,cash,2014-04-08 0:00:00,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,December 2013 End of Year Appeal
153,3,67,$443,2014-05-29 0:00:00,check,2014-05-29 0:00:00,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",April 2014 New Building Capital Campaign
154,4,277,$31,2014-05-11 0:00:00,check,2014-05-11 0:00:00,Duis bibendum. Morbi non quam nec dui luctus rutrum.,July 2014 Golf Tournament
155,5,395,$540,2014-05-16 0:00:00,credit card,2014-05-16 0:00:00,Suspendisse potenti.,December 2014 End of Year Appeal
156,6,193,$4,2014-04-18 0:00:00,check,2014-04-18 0:00:00,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",March 2015 Crowdfunding Campaign
157,1,142,$457,2014-01-12 0:00:00,credit card,2014-01-12 0:00:00,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",June 2013 Golf Tournament
